section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,why
Midday,Set1,Draw6,1,224,straight,19.5,"R2,R6,R8",False,True,True,False,False,False,False,True,False,1,straight|cov3|span2|vstr2|vstr3|hot1|dom_last
Combined,Set1,Draw1,5,224,straight,19.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,1,straight|cov3|span6|vstr2|vstr3|hot1
Combined,Set1,Draw1,4,224,straight,19.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,1,straight|cov3|span6|vstr2|vstr3|hot1
Combined,Set1,Draw2,2,224,straight,19.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span5|vstr2|vstr3|hot2
Combined,Set1,Draw5,1,244,straight,19.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span3|vstr2|vstr3|hot2
Evening,Set3,Draw1,1,0144,boxed,19.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,True,False,1,boxed|cov4|span5|hot1|dom_last
Evening,Set2,Draw1,7,244,straight,19.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span7|vstr2|vstr3
Evening,Set2,Draw1,6,244,straight,19.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span7|vstr2|vstr3
Evening,Set2,Draw1,5,244,straight,19.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span7|vstr2|vstr3
Evening,Set1,Draw1,5,244,straight,19.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,1,straight|cov3|span6|vstr2|vstr3|hot1
Evening,Set1,Draw1,4,244,straight,19.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,1,straight|cov3|span6|vstr2|vstr3|hot1
Evening,Set1,Draw2,2,244,straight,19.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span5|vstr2|vstr3|hot2
Evening,Set1,Draw5,1,244,straight,19.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span3|vstr2|vstr3|hot2
Midday,Set3,Draw1,1,116,boxed,19.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov4|span7|mirror|hot1
Combined,Set1,Draw1,7,2244,straight,18.0,"R2,R6,R8",False,True,True,True,False,False,False,False,False,0,straight|cov3|vstr2|vstr3|single_left
Combined,Set1,Draw1,7,224,straight,18.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span6|vstr2|vstr3
Combined,Set1,Draw1,6,224,straight,18.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span6|vstr2|vstr3
Combined,Set1,Draw2,4,224,straight,18.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,1,straight|cov3|span5|vstr2|vstr3|hot1
Combined,Set1,Draw2,3,224,straight,18.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,1,straight|cov3|span5|vstr2|vstr3|hot1
Combined,Set1,Draw3,2,224,straight,18.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span4|vstr2|vstr3|hot2
Combined,Set1,Draw4,1,2347,boxed,18.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,True,False,2,boxed|cov4|mirror|hot2|dom_last
Combined,Set1,Draw6,2,2244,straight,18.0,"R2,R6,R8",False,True,True,True,False,False,False,False,False,0,straight|cov3|vstr2|vstr3|single_left
Evening,Set1,Draw1,7,2244,straight,18.0,"R2,R6,R8",False,True,True,True,False,False,False,False,False,0,straight|cov3|vstr2|vstr3|single_left
Evening,Set1,Draw1,7,244,straight,18.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span6|vstr2|vstr3
Evening,Set1,Draw1,6,244,straight,18.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span6|vstr2|vstr3
Evening,Set1,Draw2,4,244,straight,18.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,1,straight|cov3|span5|vstr2|vstr3|hot1
Evening,Set1,Draw2,3,244,straight,18.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,1,straight|cov3|span5|vstr2|vstr3|hot1
Evening,Set1,Draw3,2,244,straight,18.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span4|vstr2|vstr3|hot2
Evening,Set1,Draw6,2,2244,straight,18.0,"R2,R6,R8",False,True,True,True,False,False,False,False,False,0,straight|cov3|vstr2|vstr3|single_left
Midday,Set3,Draw1,3,11667,boxed,18.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov4|span5|mirror|hot1
Midday,Set3,Draw1,2,116,boxed,18.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov4|span7|mirror|hot1
Midday,Set3,Draw1,1,1126,boxed,18.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,True,False,1,boxed|cov4|span3|mirror|hot1|dom_last
Midday,Set1,Draw1,1,126,boxed,18.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,2,boxed|cov4|span4|mirror|hot2
Midday,Set1,Draw2,6,2244,straight,18.0,"R2,R6,R8",False,True,True,True,False,False,False,False,False,0,straight|cov3|vstr2|vstr3|single_left
Midday,Set1,Draw3,1,1226,boxed,18.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,True,False,2,boxed|cov4|mirror|hot2|dom_last
Midday,Set1,Draw5,1,0136,boxed,18.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,True,False,2,boxed|cov4|mirror|hot2|dom_last
Combined,Set2,Draw1,2,02238,boxed,17.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov4|span4|mirror|hot1
Combined,Set1,Draw1,7,244,straight,17.0,"R2,R6,R8",False,True,True,True,False,False,False,False,False,0,straight|cov3|vstr2|vstr3|single_left
Combined,Set1,Draw2,6,224,straight,17.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span5|vstr2|vstr3
Combined,Set1,Draw2,5,224,straight,17.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span5|vstr2|vstr3
Combined,Set1,Draw2,2,0224,boxed,17.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov4|span5|hot2
Combined,Set1,Draw3,3,224,straight,17.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,1,straight|cov3|span4|vstr2|vstr3|hot1
Combined,Set1,Draw4,2,224,straight,17.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span3|vstr2|vstr3|hot2
Combined,Set1,Draw5,2,2244,straight,17.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span2|vstr2|vstr3|hot2
Combined,Set1,Draw5,2,244,straight,17.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span3|vstr2|vstr3|hot2
Combined,Set1,Draw6,2,224,straight,17.0,"R2,R6,R8",False,True,True,True,False,False,False,False,False,0,straight|cov3|vstr2|vstr3|single_left
Combined,Set1,Draw7,1,559,straight,17.0,"R2,R4,R6",False,True,True,True,False,False,False,False,False,0,straight|cov3|vstr2|vstr3|single_left
Combined,Set1,Draw7,1,244,straight,17.0,"R2,R6,R8",False,True,True,True,False,False,False,False,False,0,straight|cov3|vstr2|vstr3|single_left
Evening,Set1,Draw1,7,224,straight,17.0,"R2,R6,R8",False,True,True,True,False,False,False,False,False,0,straight|cov3|vstr2|vstr3|single_left
Evening,Set1,Draw2,6,244,straight,17.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span5|vstr2|vstr3
Evening,Set1,Draw2,5,244,straight,17.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span5|vstr2|vstr3
Evening,Set1,Draw2,1,448,boxed,17.0,"R2,R4,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov3|span6|hot2
Evening,Set1,Draw3,3,244,straight,17.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,1,straight|cov3|span4|vstr2|vstr3|hot1
Evening,Set1,Draw3,1,4478,boxed,17.0,"R2,R4,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov3|span5|hot2
Evening,Set1,Draw4,2,244,straight,17.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span3|vstr2|vstr3|hot2
Evening,Set1,Draw4,1,3448,straight,17.0,"R4,R8",True,True,False,False,False,False,False,False,False,2,straight|cov2|span4|vstr2|mirror|hot2
Evening,Set1,Draw5,2,2244,straight,17.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span2|vstr2|vstr3|hot2
Evening,Set1,Draw5,2,244,straight,17.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span3|vstr2|vstr3|hot2
Evening,Set1,Draw6,2,224,straight,17.0,"R2,R6,R8",False,True,True,True,False,False,False,False,False,0,straight|cov3|vstr2|vstr3|single_left
Evening,Set1,Draw7,1,244,straight,17.0,"R2,R6,R8",False,True,True,True,False,False,False,False,False,0,straight|cov3|vstr2|vstr3|single_left
Midday,Set2,Draw1,4,1124667,boxed,17.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov4|span2|mirror|hot1
Midday,Set1,Draw1,5,224,straight,17.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,1,straight|cov3|span4|vstr2|vstr3|hot1
Midday,Set1,Draw1,4,224,straight,17.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,1,straight|cov3|span4|vstr2|vstr3|hot1
Midday,Set1,Draw1,2,1226,boxed,17.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,2,boxed|cov4|span4|mirror|hot2
Midday,Set1,Draw2,6,244,straight,17.0,"R2,R6,R8",False,True,True,True,False,False,False,False,False,0,straight|cov3|vstr2|vstr3|single_left
Midday,Set1,Draw2,1,126,boxed,17.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,2,boxed|cov4|span3|mirror|hot2
Midday,Set1,Draw4,4,224,straight,17.0,"R2,R6,R8",False,True,True,True,False,False,False,False,False,0,straight|cov3|vstr2|vstr3|single_left
Midday,Set1,Draw5,2,0013368,boxed,17.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,2,boxed|cov4|mirror|hot2
Combined,Set2,Draw1,2,0238,boxed,16.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov4|span4|mirror|hot1
Combined,Set1,Draw1,3,038,boxed,16.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,2,boxed|cov4|span4|mirror|hot2
Combined,Set1,Draw1,3,02238,boxed,16.0,"R4,R6,R8",True,False,False,False,False,False,False,False,False,2,boxed|cov3|span4|mirror|hot2
Combined,Set1,Draw2,3,0038,boxed,16.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov4|span4|mirror|hot1
Combined,Set1,Draw3,5,224,straight,16.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span4|vstr2|vstr3
Combined,Set1,Draw3,4,224,straight,16.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span4|vstr2|vstr3
Combined,Set1,Draw3,2,0224,boxed,16.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov4|span4|hot2
Combined,Set1,Draw5,2,224,straight,16.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span2|vstr2|vstr3|hot2
Combined,Set1,Draw6,1,559,straight,16.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,1,straight|cov3|span2|vstr2|vstr3|hot1
Combined,Set1,Draw6,1,244,straight,16.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,1,straight|cov3|span2|vstr2|vstr3|hot1
Evening,Set3,Draw1,4,00144,boxed,16.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,1,boxed|cov4|span4|hot1
Evening,Set3,Draw1,3,0144,boxed,16.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,1,boxed|cov4|span5|hot1
Evening,Set3,Draw1,2,0144,boxed,16.0,"R2,R4,R6,R8",False,False,False,False,False,False,False,False,False,1,boxed|cov4|span5|hot1
Evening,Set3,Draw1,1,044,boxed,16.0,"R2,R4,R6",False,False,False,False,False,False,False,False,False,1,boxed|cov3|span7|hot1
Evening,Set2,Draw1,4,0244,boxed,16.0,"R2,R4,R6",False,False,False,False,False,False,False,False,False,1,boxed|cov3|span7|hot1
Evening,Set2,Draw1,3,0244,boxed,16.0,"R2,R4,R6",False,False,False,False,False,False,False,False,False,1,boxed|cov3|span7|hot1
Evening,Set2,Draw1,2,0244,boxed,16.0,"R2,R4,R6",False,False,False,False,False,False,False,False,False,1,boxed|cov3|span7|hot1
Evening,Set1,Draw3,5,244,straight,16.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span4|vstr2|vstr3
Evening,Set1,Draw3,4,244,straight,16.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span4|vstr2|vstr3
Evening,Set1,Draw3,1,448,boxed,16.0,"R2,R4,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov3|span5|hot2
Evening,Set1,Draw4,1,344778,straight,16.0,R4,True,False,False,False,False,False,False,False,False,2,straight|cov1|span4|mirror|hot2
Evening,Set1,Draw4,1,348,straight,16.0,"R4,R8",True,True,False,False,False,False,False,False,False,2,straight|cov2|span4|vstr2|mirror|hot2
Evening,Set1,Draw5,2,224,straight,16.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,straight|cov3|span2|vstr2|vstr3|hot2
Evening,Set1,Draw5,1,3447788,straight,16.0,R4,True,False,False,False,False,False,False,False,False,2,straight|cov1|span3|mirror|hot2
Midday,Set3,Draw1,4,116,boxed,16.0,"R2,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov3|span7|mirror|hot1
Midday,Set3,Draw1,4,1124667,boxed,16.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov4|mirror|hot1
Midday,Set3,Draw1,4,11667,boxed,16.0,"R2,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov3|span5|mirror|hot1
Midday,Set3,Draw1,3,116,boxed,16.0,"R2,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov3|span7|mirror|hot1
Midday,Set3,Draw1,3,112667,boxed,16.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov4|span2|mirror|hot1
Midday,Set1,Draw1,7,224,straight,16.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span4|vstr2|vstr3
Midday,Set1,Draw1,6,224,straight,16.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span4|vstr2|vstr3
Midday,Set1,Draw1,3,11226,boxed,16.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,2,boxed|cov4|span2|mirror|hot2
Midday,Set1,Draw1,3,116,boxed,16.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,2,boxed|cov4|span4|mirror|hot2
Midday,Set1,Draw1,2,126,boxed,16.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,2,boxed|cov4|span4|mirror|hot2
Midday,Set1,Draw1,1,226,boxed,16.0,"R4,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov2|span7|hot2
Midday,Set1,Draw2,4,224,straight,16.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,1,straight|cov3|span3|vstr2|vstr3|hot1
Midday,Set1,Draw2,2,1226,boxed,16.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,2,boxed|cov4|span3|mirror|hot2
Midday,Set1,Draw4,1,016,boxed,16.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,2,boxed|cov4|span2|mirror|hot2
Combined,Set2,Draw1,2,038,boxed,15.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov4|span4|mirror|hot1
Combined,Set1,Draw1,3,0238,boxed,15.0,"R4,R6,R8",True,False,False,False,False,False,False,False,False,2,boxed|cov3|span4|mirror|hot2
Combined,Set1,Draw1,3,2234,straight,15.0,"R6,R8",False,True,False,False,False,False,False,False,False,2,straight|cov2|span5|vstr2|hot2
Combined,Set1,Draw2,3,002238,boxed,15.0,"R4,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov3|span3|mirror|hot1
Combined,Set1,Draw4,4,224,straight,15.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span3|vstr2|vstr3
Combined,Set1,Draw4,3,224,straight,15.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span3|vstr2|vstr3
Combined,Set1,Draw5,3,2244,straight,15.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span2|vstr2|vstr3
Combined,Set1,Draw5,3,244,straight,15.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span3|vstr2|vstr3
Combined,Set1,Draw5,1,23448,boxed,15.0,"R2,R4,R8",True,False,False,False,False,False,False,False,False,2,boxed|cov3|mirror|hot2
Evening,Set3,Draw1,7,244,straight,15.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span3|vstr2|vstr3
Evening,Set3,Draw1,6,244,straight,15.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span3|vstr2|vstr3
Evening,Set3,Draw1,5,244,straight,15.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span3|vstr2|vstr3
Evening,Set3,Draw1,4,044,boxed,15.0,"R2,R4,R6",False,False,False,False,False,False,False,False,False,1,boxed|cov3|span7|hot1
Evening,Set3,Draw1,3,044,boxed,15.0,"R2,R4,R6",False,False,False,False,False,False,False,False,False,1,boxed|cov3|span7|hot1
Evening,Set3,Draw1,2,044,boxed,15.0,"R2,R4,R6",False,False,False,False,False,False,False,False,False,1,boxed|cov3|span7|hot1
Evening,Set2,Draw1,7,2244,straight,15.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span2|vstr2|vstr3
Evening,Set2,Draw1,6,2244,straight,15.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span2|vstr2|vstr3
Evening,Set1,Draw2,1,447,boxed,15.0,"R4,R6",False,False,False,False,False,False,False,False,False,2,boxed|cov2|span6|hot2
Evening,Set1,Draw3,1,778,boxed,15.0,"R2,R6,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov3|span4|hot2
Evening,Set1,Draw3,1,4477,boxed,15.0,"R4,R6",False,False,False,False,False,False,False,False,False,2,boxed|cov2|span5|hot2
Evening,Set1,Draw4,4,244,straight,15.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span3|vstr2|vstr3
Evening,Set1,Draw4,3,244,straight,15.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span3|vstr2|vstr3
Evening,Set1,Draw4,1,1378,boxed,15.0,"R2,R8",True,False,False,False,False,False,False,False,False,2,boxed|cov2|span4|mirror|hot2
Evening,Set1,Draw4,1,34478,straight,15.0,R4,True,False,False,False,False,False,False,False,False,2,straight|cov1|span4|mirror|hot2
Evening,Set1,Draw4,1,177,boxed,15.0,"R4,R6,R8",False,False,False,False,False,False,False,False,False,2,boxed|cov3|span4|hot2
Evening,Set1,Draw4,1,34477,boxed,15.0,"R4,R6",False,False,False,False,False,False,False,False,False,2,boxed|cov2|span4|hot2
Evening,Set1,Draw5,3,2244,straight,15.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span2|vstr2|vstr3
Evening,Set1,Draw5,3,244,straight,15.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span3|vstr2|vstr3
Evening,Set1,Draw5,1,388,boxed,15.0,"R2,R4,R8",True,False,False,False,False,False,False,False,False,2,boxed|cov3|span3|mirror|hot2
Evening,Set1,Draw5,1,13788,boxed,15.0,"R2,R8",True,False,False,False,False,False,False,False,False,2,boxed|cov2|span3|mirror|hot2
Evening,Set1,Draw5,1,344778,straight,15.0,R4,True,False,False,False,False,False,False,False,False,2,straight|cov1|span3|mirror|hot2
Evening,Set1,Draw5,1,344788,straight,15.0,R4,True,False,False,False,False,False,False,False,False,2,straight|cov1|span3|mirror|hot2
Evening,Set1,Draw6,1,388,boxed,15.0,"R2,R4,R8",True,False,False,False,False,False,False,True,False,1,boxed|cov3|span2|mirror|hot1|dom_last
Midday,Set3,Draw1,4,1166,boxed,15.0,"R2,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov3|span5|mirror|hot1
Midday,Set3,Draw1,3,1166,boxed,15.0,"R2,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov3|span5|mirror|hot1
Midday,Set3,Draw1,2,1126,boxed,15.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov4|span3|mirror|hot1
Midday,Set3,Draw1,3,1167,boxed,15.0,"R4,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov3|span5|mirror|hot1
Midday,Set2,Draw1,7,11366778,boxed,15.0,"R2,R6,R8",True,False,False,False,False,False,False,False,False,0,boxed|cov3|span2|mirror
Midday,Set2,Draw1,7,244,straight,15.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span3|vstr2|vstr3
Midday,Set2,Draw1,6,11366778,boxed,15.0,"R2,R6,R8",True,False,False,False,False,False,False,False,False,0,boxed|cov3|span2|mirror
Midday,Set2,Draw1,6,244,straight,15.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span3|vstr2|vstr3
Midday,Set2,Draw1,5,244,straight,15.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span3|vstr2|vstr3
Midday,Set2,Draw1,3,11246,boxed,15.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov4|span2|mirror|hot1
Midday,Set2,Draw1,2,116,boxed,15.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,1,boxed|cov4|span4|mirror|hot1
Midday,Set1,Draw1,7,2244,straight,15.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span2|vstr2|vstr3
Midday,Set1,Draw1,6,2244,straight,15.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span2|vstr2|vstr3
Midday,Set1,Draw1,3,1126,boxed,15.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,2,boxed|cov4|span2|mirror|hot2
Midday,Set1,Draw2,6,224,straight,15.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span3|vstr2|vstr3
Midday,Set1,Draw2,5,224,straight,15.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,straight|cov3|span3|vstr2|vstr3
Midday,Set1,Draw2,2,126,boxed,15.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,False,False,2,boxed|cov4|span3|mirror|hot2
